,ExpNum,droneNum,CarNum,carDistance,droneDistance,time,NumPlaces
0,0.0,0.0,1.0,0.3123190104685315,0.0,3277.0,30.0
1,0.0,1.0,1.0,0.21345338541735606,0.16441434007035818,2267.0,30.0
2,0.0,2.0,1.0,0.149694342877871,0.29272668803179414,1664.0,30.0
3,0.0,3.0,1.0,0.12617649822319205,0.34108249255077705,1394.0,30.0
4,0.0,4.0,1.0,0.09078896827770397,0.48376071123769776,991.0,30.0
5,0.0,5.0,1.0,0.06070630794903048,0.5544109817077478,924.0,30.0
6,0.0,0.0,2.0,0.3529013426886819,0.0,2164.0,30.0
7,1.0,0.0,1.0,0.2686466205763111,0.0,2833.0,30.0
8,1.0,1.0,1.0,0.17346677169784036,0.1802138479806147,1920.0,30.0
9,1.0,2.0,1.0,0.1427974668702171,0.2824139560444717,1575.0,30.0
10,1.0,3.0,1.0,0.12092251078646978,0.4171738801697519,1443.0,30.0
11,1.0,4.0,1.0,0.10125090806219227,0.47929737536822276,1167.0,30.0
12,1.0,5.0,1.0,0.096833052952312,0.4774965122788977,1147.0,30.0
13,1.0,0.0,2.0,0.40301820988029946,0.0,2358.0,30.0
14,2.0,0.0,1.0,0.28248681615468885,0.0,2968.0,30.0
15,2.0,1.0,1.0,0.16119631880048815,0.1557156419190252,1770.0,30.0
16,2.0,2.0,1.0,0.1377395653619947,0.2775531622760959,1542.0,30.0
17,2.0,3.0,1.0,0.11492630368573842,0.3513855947418893,1446.0,30.0
18,2.0,4.0,1.0,0.10611549072106637,0.38166636530836406,1226.0,30.0
19,2.0,5.0,1.0,0.0736001508064835,0.46355952859092625,932.0,30.0
20,2.0,0.0,2.0,0.31100323640249294,0.0,1888.0,30.0
21,3.0,0.0,1.0,0.24261354415950948,0.0,2563.0,30.0
22,3.0,1.0,1.0,0.1713692508803502,0.1509021722927647,1922.0,30.0
23,3.0,2.0,1.0,0.1252222426071708,0.26116219355786957,1425.0,30.0
24,3.0,3.0,1.0,0.11152078636831904,0.3416533136483233,1282.0,30.0
25,3.0,4.0,1.0,0.09618793981625372,0.39053905947563,1169.0,30.0
26,3.0,5.0,1.0,0.08153482236740642,0.458839611146481,1047.0,30.0
27,3.0,0.0,2.0,0.44644083022445435,0.0,2803.0,30.0
28,4.0,0.0,1.0,0.28296039383770805,0.0,2982.0,30.0
29,4.0,1.0,1.0,0.18395528925598725,0.13514040766785587,1977.0,30.0
30,4.0,2.0,1.0,0.13328565281701538,0.29629579160236263,1460.0,30.0
31,4.0,3.0,1.0,0.12131174348227564,0.1726977825256681,1273.0,30.0
32,4.0,4.0,1.0,0.1055654459718555,0.4447215170562743,1175.0,30.0
33,4.0,5.0,1.0,0.07900475749639946,0.5073722445236408,966.0,30.0
34,4.0,0.0,2.0,0.3143524737479316,0.0,1928.0,30.0
35,5.0,0.0,1.0,0.26596465904426714,0.0,2802.0,30.0
36,5.0,1.0,1.0,0.24458410207243406,0.2851824534199389,2819.0,30.0
37,5.0,2.0,1.0,0.21476753115954508,0.3871990205158845,2290.0,30.0
38,5.0,3.0,1.0,0.17883713696503856,0.5853837513569907,2035.0,30.0
39,5.0,4.0,1.0,0.15983333071014344,0.6848240295984326,1835.0,30.0
40,5.0,5.0,1.0,0.12833990536448614,0.723613768390879,1449.0,30.0
41,5.0,0.0,2.0,0.4364498063795797,0.0,2852.0,30.0
42,6.0,0.0,1.0,0.23847085239831664,0.0,2509.0,30.0
43,6.0,1.0,1.0,0.17076661012450767,0.16550475900372688,1900.0,30.0
